date,ticker,headline,sector,category,true_label
2020-04-06,UPS,"UPS faces raw material cost surge, margin guidance cut",Industrials,Product,negative
2020-04-20,MARKET,"GDP growth revised to 4.2896437379400325%, economy shows resilience",Macro,Macro,neutral
2020-04-22,UPS,"UPS faces raw material cost surge, margin guidance cut",Industrials,Product,negative
2020-04-24,MARKET,"Federal Reserve holds rates steady, signals data-dependent approach",Macro,Macro,neutral
2020-05-05,UPS,UPS wins $18B government contract,Industrials,Merger,positive
2020-05-06,UPS,UPS loses major contract to competitor,Industrials,Merger,negative
2020-05-13,UPS,UPS loses major contract to competitor,Industrials,Merger,negative
2020-05-18,UPS,UPS wins $28B government contract,Industrials,Product,positive
2020-05-21,MARKET,Sector rotation: investors flee Healthcare for Technology amid global uncertainty,Macro,Macro,neutral
2020-05-27,UPS,UPS wins $8B government contract,Industrials,Regulatory,positive
2020-05-28,MARKET,Sector rotation: investors flee Industrials for Industrials amid global uncertainty,Macro,Macro,neutral
2020-05-29,MARKET,"GDP growth revised to 3.651607109556069%, economy shows weakness",Macro,Macro,neutral
2020-06-04,MARKET,VIX spikes to 32 as market volatility surges,Macro,Macro,neutral
2020-06-05,UPS,UPS wins $21B government contract,Industrials,Merger,positive
2020-06-08,MARKET,"Federal Reserve holds rates steady, signals data-dependent approach",Macro,Macro,positive
2020-06-10,UPS,"UPS faces raw material cost surge, margin guidance cut",Industrials,Analyst,negative
2020-06-15,UPS,UPS wins $49B government contract,Industrials,Regulatory,positive
2020-06-23,UPS,UPS backlog hits record high on infrastructure spending,Industrials,Analyst,positive
2020-07-15,UPS,UPS wins $44B government contract,Industrials,Regulatory,positive
2020-07-22,UPS,UPS wins $6B government contract,Industrials,Product,positive
2020-07-28,UPS,"UPS faces raw material cost surge, margin guidance cut",Industrials,Regulatory,negative
2020-07-30,UPS,UPS backlog hits record high on infrastructure spending,Industrials,Merger,positive
2020-08-03,MARKET,"GDP growth revised to 5.901520596573041%, economy shows resilience",Macro,Macro,neutral
2020-08-04,MARKET,S&P 500 enters correction territory amid global uncertainty,Macro,Macro,neutral
2020-08-05,UPS,UPS backlog hits record high on infrastructure spending,Industrials,Product,positive
2020-08-07,UPS,UPS backlog hits record high on infrastructure spending,Industrials,Merger,positive
2020-08-19,MARKET,"10-year Treasury yield reaches 4.275593200218962%, highest since 2010",Macro,Macro,neutral
2020-08-21,MARKET,Sector rotation: investors flee Industrials for Healthcare amid global uncertainty,Macro,Macro,neutral
2020-08-28,MARKET,VIX spikes to 26 as market volatility surges,Macro,Macro,neutral
2020-08-31,MARKET,"10-year Treasury yield reaches 2.8476760885467387%, highest since 2016",Macro,Macro,neutral
2020-09-01,MARKET,"Federal Reserve holds rates steady, signals data-dependent approach",Macro,Macro,neutral
2020-09-03,MARKET,"GDP growth revised to 2.7565989324879063%, economy shows weakness",Macro,Macro,negative
2020-09-04,UPS,UPS backlog hits record high on infrastructure spending,Industrials,Analyst,positive
2020-09-09,UPS,UPS backlog hits record high on infrastructure spending,Industrials,Regulatory,positive
2020-09-10,UPS,"UPS faces raw material cost surge, margin guidance cut",Industrials,Regulatory,negative
2020-09-14,MARKET,Sector rotation: investors flee Consumer for Energy amid global uncertainty,Macro,Macro,neutral
2020-09-16,UPS,"UPS faces raw material cost surge, margin guidance cut",Industrials,Analyst,negative
2020-09-17,MARKET,S&P 500 enters correction territory amid global uncertainty,Macro,Macro,neutral
2020-09-22,UPS,UPS loses major contract to competitor,Industrials,Product,negative
2020-09-24,MARKET,S&P 500 enters correction territory amid global uncertainty,Macro,Macro,neutral
2020-09-28,MARKET,Sector rotation: investors flee Technology for Industrials amid global uncertainty,Macro,Macro,positive
2020-09-30,UPS,UPS loses major contract to competitor,Industrials,Merger,negative
2020-10-01,MARKET,"CPI inflation comes in at 3.244029439319468%, below consensus estimate",Macro,Macro,neutral
2020-10-06,MARKET,"CPI inflation comes in at 2.2136486210283066%, above consensus estimate",Macro,Macro,neutral
2020-10-08,UPS,UPS backlog hits record high on infrastructure spending,Industrials,Product,positive
2020-10-16,MARKET,"CPI inflation comes in at 2.9903876587969154%, below consensus estimate",Macro,Macro,neutral
2020-10-23,MARKET,"GDP growth revised to 4.392375389865956%, economy shows resilience",Macro,Macro,neutral
2020-10-28,UPS,UPS loses major contract to competitor,Industrials,Earnings,negative
2020-11-02,UPS,UPS backlog hits record high on infrastructure spending,Industrials,Product,positive
2020-11-06,UPS,UPS backlog hits record high on infrastructure spending,Industrials,Product,positive
2020-11-12,UPS,"UPS faces raw material cost surge, margin guidance cut",Industrials,Merger,negative
2020-11-13,UPS,UPS backlog hits record high on infrastructure spending,Industrials,Product,positive
2020-11-17,MARKET,Sector rotation: investors flee Healthcare for Financials amid global uncertainty,Macro,Macro,neutral
2020-11-18,MARKET,"Federal Reserve holds rates steady, signals data-dependent approach",Macro,Macro,neutral
2020-11-19,UPS,UPS loses major contract to competitor,Industrials,Earnings,negative
2020-11-20,MARKET,VIX spikes to 29 as market volatility surges,Macro,Macro,neutral
2020-11-23,MARKET,Sector rotation: investors flee Industrials for Healthcare amid global uncertainty,Macro,Macro,neutral
2020-11-25,UPS,UPS loses major contract to competitor,Industrials,Analyst,negative
2020-12-02,MARKET,"Federal Reserve holds rates steady, signals data-dependent approach",Macro,Macro,neutral
2020-12-10,UPS,"UPS faces raw material cost surge, margin guidance cut",Industrials,Earnings,negative
2020-12-14,UPS,"UPS faces raw material cost surge, margin guidance cut",Industrials,Analyst,negative
2020-12-28,MARKET,"GDP growth revised to 4.84309557158638%, economy shows weakness",Macro,Macro,neutral
2021-01-05,UPS,UPS loses major contract to competitor,Industrials,Product,negative
2021-01-06,UPS,UPS wins $25B government contract,Industrials,Analyst,positive
2021-01-07,UPS,UPS wins $17B government contract,Industrials,Analyst,positive
2021-01-21,MARKET,"CPI inflation comes in at 4.213493141842822%, below consensus estimate",Macro,Macro,neutral
2021-01-26,MARKET,"10-year Treasury yield reaches 3.6472003817365355%, highest since 2016",Macro,Macro,neutral
2021-01-28,MARKET,Sector rotation: investors flee Technology for Consumer amid global uncertainty,Macro,Macro,neutral
2021-02-01,MARKET,"10-year Treasury yield reaches 2.437473172542311%, highest since 2013",Macro,Macro,neutral
2021-02-02,UPS,UPS backlog hits record high on infrastructure spending,Industrials,Merger,positive
2021-02-08,UPS,"UPS faces raw material cost surge, margin guidance cut",Industrials,Regulatory,negative
2021-02-18,MARKET,S&P 500 enters bear market territory amid global uncertainty,Macro,Macro,neutral
2021-02-22,MARKET,S&P 500 enters correction territory amid global uncertainty,Macro,Macro,neutral
2021-03-02,MARKET,"GDP growth revised to 2.9083009539872253%, economy shows weakness",Macro,Macro,neutral
2021-03-04,UPS,UPS backlog hits record high on infrastructure spending,Industrials,Regulatory,positive
2021-03-08,UPS,"UPS faces raw material cost surge, margin guidance cut",Industrials,Merger,negative
2021-03-10,UPS,UPS backlog hits record high on infrastructure spending,Industrials,Regulatory,positive
2021-03-12,MARKET,VIX spikes to 29 as market volatility surges,Macro,Macro,neutral
2021-03-15,UPS,"UPS faces raw material cost surge, margin guidance cut",Industrials,Product,negative
2021-03-24,UPS,UPS loses major contract to competitor,Industrials,Product,negative
2021-03-25,UPS,UPS wins $43B government contract,Industrials,Product,positive
2021-03-31,MARKET,S&P 500 enters bear market territory amid global uncertainty,Macro,Macro,neutral
2021-04-08,UPS,UPS loses major contract to competitor,Industrials,Regulatory,negative
2021-04-09,UPS,UPS backlog hits record high on infrastructure spending,Industrials,Product,positive
2021-04-27,UPS,UPS wins $18B government contract,Industrials,Earnings,positive
2021-05-05,MARKET,"GDP growth revised to 3.351817407309809%, economy shows weakness",Macro,Macro,neutral
2021-05-07,UPS,"UPS faces raw material cost surge, margin guidance cut",Industrials,Product,negative
2021-05-11,MARKET,S&P 500 enters correction territory amid global uncertainty,Macro,Macro,neutral
2021-05-14,MARKET,"CPI inflation comes in at 3.833717501388557%, below consensus estimate",Macro,Macro,neutral
2021-05-17,MARKET,Sector rotation: investors flee Healthcare for Industrials amid global uncertainty,Macro,Macro,neutral
2021-06-02,MARKET,S&P 500 enters correction territory amid global uncertainty,Macro,Macro,neutral
2021-06-04,MARKET,S&P 500 enters correction territory amid global uncertainty,Macro,Macro,neutral
2021-06-10,UPS,UPS wins $12B government contract,Industrials,Regulatory,positive
2021-06-14,UPS,UPS loses major contract to competitor,Industrials,Earnings,negative
2021-06-17,UPS,UPS backlog hits record high on infrastructure spending,Industrials,Analyst,positive
2021-06-23,MARKET,VIX spikes to 24 as market volatility surges,Macro,Macro,neutral
2021-06-24,UPS,UPS backlog hits record high on infrastructure spending,Industrials,Earnings,positive
2021-06-25,MARKET,"10-year Treasury yield reaches 3.850116120247094%, highest since 2012",Macro,Macro,neutral
2021-06-28,MARKET,"Federal Reserve holds rates steady, signals data-dependent approach",Macro,Macro,neutral
2021-06-29,MARKET,"10-year Treasury yield reaches 5.0957188231233985%, highest since 2016",Macro,Macro,neutral
2021-07-15,MARKET,S&P 500 enters bear market territory amid global uncertainty,Macro,Macro,neutral
2021-07-23,MARKET,S&P 500 enters correction territory amid global uncertainty,Macro,Macro,neutral
2021-07-27,MARKET,"GDP growth revised to 3.8041253281227347%, economy shows resilience",Macro,Macro,neutral
2021-07-28,MARKET,VIX spikes to 33 as market volatility surges,Macro,Macro,neutral
2021-08-12,MARKET,VIX spikes to 30 as market volatility surges,Macro,Macro,neutral
2021-08-26,MARKET,S&P 500 enters bear market territory amid global uncertainty,Macro,Macro,neutral
2021-09-10,UPS,UPS wins $19B government contract,Industrials,Merger,positive
2021-09-13,MARKET,"10-year Treasury yield reaches 3.607620897901376%, highest since 2013",Macro,Macro,neutral
2021-09-17,MARKET,"Federal Reserve holds rates steady, signals data-dependent approach",Macro,Macro,neutral
2021-09-20,UPS,UPS wins $46B government contract,Industrials,Analyst,positive
2021-09-21,MARKET,"GDP growth revised to 3.6485440748582123%, economy shows resilience",Macro,Macro,neutral
2021-09-23,UPS,UPS wins $40B government contract,Industrials,Earnings,positive
2021-09-24,UPS,"UPS faces raw material cost surge, margin guidance cut",Industrials,Merger,negative
2021-09-27,MARKET,"Federal Reserve holds rates steady, signals data-dependent approach",Macro,Macro,negative
2021-10-01,UPS,UPS wins $42B government contract,Industrials,Product,positive
2021-10-07,UPS,UPS wins $44B government contract,Industrials,Regulatory,positive
2021-10-15,MARKET,"CPI inflation comes in at 2.621409681975157%, below consensus estimate",Macro,Macro,neutral
2021-10-19,UPS,UPS backlog hits record high on infrastructure spending,Industrials,Merger,positive
2021-10-20,UPS,"UPS faces raw material cost surge, margin guidance cut",Industrials,Earnings,negative
2021-11-01,UPS,UPS loses major contract to competitor,Industrials,Product,negative
2021-11-02,MARKET,Sector rotation: investors flee Technology for Energy amid global uncertainty,Macro,Macro,neutral
2021-11-03,UPS,UPS wins $27B government contract,Industrials,Regulatory,positive
2021-11-05,UPS,"UPS faces raw material cost surge, margin guidance cut",Industrials,Analyst,negative
2021-11-08,MARKET,S&P 500 enters bear market territory amid global uncertainty,Macro,Macro,neutral
2021-11-09,MARKET,"Federal Reserve holds rates steady, signals data-dependent approach",Macro,Macro,neutral
2021-11-11,UPS,UPS wins $28B government contract,Industrials,Merger,positive
2021-11-12,UPS,UPS loses major contract to competitor,Industrials,Earnings,negative
2021-11-15,MARKET,"Federal Reserve holds rates steady, signals data-dependent approach",Macro,Macro,neutral
2021-11-23,MARKET,"10-year Treasury yield reaches 4.2641352777928585%, highest since 2015",Macro,Macro,neutral
2021-11-30,UPS,"UPS faces raw material cost surge, margin guidance cut",Industrials,Product,negative
2021-12-02,UPS,UPS wins $46B government contract,Industrials,Product,positive
2021-12-08,MARKET,"CPI inflation comes in at 2.05440832673167%, above consensus estimate",Macro,Macro,neutral
2021-12-09,MARKET,"Federal Reserve holds rates steady, signals data-dependent approach",Macro,Macro,neutral
2021-12-14,UPS,UPS loses major contract to competitor,Industrials,Analyst,negative
2021-12-16,UPS,UPS wins $21B government contract,Industrials,Analyst,positive
2021-12-21,UPS,UPS loses major contract to competitor,Industrials,Merger,negative
2022-01-05,UPS,"UPS faces raw material cost surge, margin guidance cut",Industrials,Product,negative
2022-01-13,MARKET,VIX spikes to 27 as market volatility surges,Macro,Macro,neutral
2022-01-18,MARKET,Sector rotation: investors flee Industrials for Consumer amid global uncertainty,Macro,Macro,neutral
2022-01-20,MARKET,Sector rotation: investors flee Consumer for Financials amid global uncertainty,Macro,Macro,neutral
2022-02-03,UPS,UPS loses major contract to competitor,Industrials,Product,negative
2022-02-15,UPS,UPS wins $16B government contract,Industrials,Regulatory,positive
2022-02-16,MARKET,S&P 500 enters correction territory amid global uncertainty,Macro,Macro,neutral
2022-02-17,MARKET,Sector rotation: investors flee Healthcare for Energy amid global uncertainty,Macro,Macro,neutral
2022-03-03,MARKET,S&P 500 enters bear market territory amid global uncertainty,Macro,Macro,neutral
2022-03-09,UPS,UPS backlog hits record high on infrastructure spending,Industrials,Product,positive
2022-03-14,UPS,"UPS faces raw material cost surge, margin guidance cut",Industrials,Merger,negative
2022-03-25,MARKET,S&P 500 enters correction territory amid global uncertainty,Macro,Macro,neutral
2022-04-01,UPS,UPS loses major contract to competitor,Industrials,Analyst,negative
2022-04-04,MARKET,"Federal Reserve holds rates steady, signals data-dependent approach",Macro,Macro,neutral
2022-04-05,UPS,UPS loses major contract to competitor,Industrials,Earnings,negative
2022-04-06,UPS,UPS loses major contract to competitor,Industrials,Regulatory,negative
2022-04-07,MARKET,VIX spikes to 23 as market volatility surges,Macro,Macro,neutral
2022-04-11,MARKET,S&P 500 enters correction territory amid global uncertainty,Macro,Macro,neutral
2022-04-12,UPS,UPS loses major contract to competitor,Industrials,Merger,negative
2022-04-19,UPS,UPS backlog hits record high on infrastructure spending,Industrials,Merger,positive
2022-04-20,MARKET,"10-year Treasury yield reaches 3.570907328352924%, highest since 2012",Macro,Macro,neutral
2022-04-21,MARKET,"GDP growth revised to 3.03227366137551%, economy shows weakness",Macro,Macro,neutral
2022-04-25,UPS,UPS wins $35B government contract,Industrials,Product,positive
2022-05-03,UPS,"UPS faces raw material cost surge, margin guidance cut",Industrials,Earnings,negative
2022-05-05,UPS,UPS loses major contract to competitor,Industrials,Merger,negative
2022-05-10,MARKET,VIX spikes to 25 as market volatility surges,Macro,Macro,neutral
2022-05-13,MARKET,VIX spikes to 22 as market volatility surges,Macro,Macro,neutral
2022-05-17,UPS,UPS wins $40B government contract,Industrials,Regulatory,positive
2022-06-03,MARKET,S&P 500 enters correction territory amid global uncertainty,Macro,Macro,neutral
2022-06-08,MARKET,"10-year Treasury yield reaches 5.9514985462879135%, highest since 2019",Macro,Macro,neutral
2022-06-13,MARKET,Sector rotation: investors flee Industrials for Healthcare amid global uncertainty,Macro,Macro,neutral
2022-06-14,MARKET,"CPI inflation comes in at 5.315217392520349%, below consensus estimate",Macro,Macro,neutral
2022-06-15,MARKET,VIX spikes to 38 as market volatility surges,Macro,Macro,neutral
2022-06-16,UPS,"UPS faces raw material cost surge, margin guidance cut",Industrials,Product,negative
2022-06-30,MARKET,"Federal Reserve holds rates steady, signals data-dependent approach",Macro,Macro,neutral
2022-07-05,MARKET,"Federal Reserve holds rates steady, signals data-dependent approach",Macro,Macro,neutral
2022-07-08,MARKET,"10-year Treasury yield reaches 2.120021760866203%, highest since 2017",Macro,Macro,neutral
2022-07-13,MARKET,VIX spikes to 29 as market volatility surges,Macro,Macro,neutral
2022-07-14,UPS,"UPS faces raw material cost surge, margin guidance cut",Industrials,Product,negative
2022-07-15,UPS,UPS loses major contract to competitor,Industrials,Merger,negative
2022-07-18,UPS,UPS loses major contract to competitor,Industrials,Earnings,negative
2022-07-22,MARKET,Sector rotation: investors flee Financials for Consumer amid global uncertainty,Macro,Macro,neutral
2022-07-27,UPS,UPS backlog hits record high on infrastructure spending,Industrials,Earnings,positive
2022-08-01,UPS,UPS backlog hits record high on infrastructure spending,Industrials,Regulatory,positive
2022-08-15,UPS,UPS backlog hits record high on infrastructure spending,Industrials,Earnings,positive
2022-08-18,UPS,UPS wins $46B government contract,Industrials,Regulatory,positive
2022-08-30,MARKET,Sector rotation: investors flee Industrials for Energy amid global uncertainty,Macro,Macro,negative
2022-09-02,MARKET,"GDP growth revised to 4.581253679956996%, economy shows resilience",Macro,Macro,neutral
2022-09-07,MARKET,Sector rotation: investors flee Industrials for Technology amid global uncertainty,Macro,Macro,neutral
2022-09-12,MARKET,Sector rotation: investors flee Financials for Technology amid global uncertainty,Macro,Macro,neutral
2022-09-13,UPS,UPS wins $42B government contract,Industrials,Earnings,positive
2022-09-28,UPS,UPS wins $24B government contract,Industrials,Product,positive
2022-10-07,UPS,UPS loses major contract to competitor,Industrials,Analyst,negative
2022-10-19,MARKET,"10-year Treasury yield reaches 2.884902406450175%, highest since 2013",Macro,Macro,neutral
2022-10-20,UPS,UPS loses major contract to competitor,Industrials,Regulatory,negative
2022-10-21,UPS,"UPS faces raw material cost surge, margin guidance cut",Industrials,Analyst,negative
2022-10-26,MARKET,"GDP growth revised to 4.784386986721289%, economy shows weakness",Macro,Macro,neutral
2022-10-27,UPS,"UPS faces raw material cost surge, margin guidance cut",Industrials,Earnings,negative
2022-11-03,MARKET,"GDP growth revised to 2.9557240810210175%, economy shows weakness",Macro,Macro,neutral
2022-11-07,UPS,UPS backlog hits record high on infrastructure spending,Industrials,Product,positive
2022-11-11,MARKET,"CPI inflation comes in at 3.576631602003456%, below consensus estimate",Macro,Macro,neutral
2022-11-30,UPS,UPS backlog hits record high on infrastructure spending,Industrials,Earnings,positive
2022-12-01,MARKET,"Federal Reserve holds rates steady, signals data-dependent approach",Macro,Macro,neutral
2022-12-02,MARKET,S&P 500 enters bear market territory amid global uncertainty,Macro,Macro,neutral
2022-12-07,UPS,UPS backlog hits record high on infrastructure spending,Industrials,Earnings,positive
2022-12-12,UPS,UPS backlog hits record high on infrastructure spending,Industrials,Regulatory,positive
2022-12-20,UPS,"UPS faces raw material cost surge, margin guidance cut",Industrials,Analyst,negative
2022-12-21,UPS,UPS wins $42B government contract,Industrials,Analyst,positive
2022-12-23,MARKET,"Federal Reserve holds rates steady, signals data-dependent approach",Macro,Macro,neutral
2022-12-30,UPS,"UPS faces raw material cost surge, margin guidance cut",Industrials,Earnings,negative
2023-01-03,MARKET,"GDP growth revised to 2.968707797569627%, economy shows weakness",Macro,Macro,neutral
2023-01-05,MARKET,VIX spikes to 32 as market volatility surges,Macro,Macro,neutral
2023-01-06,UPS,UPS wins $40B government contract,Industrials,Earnings,positive
2023-01-10,UPS,"UPS faces raw material cost surge, margin guidance cut",Industrials,Regulatory,negative
2023-01-11,UPS,UPS wins $20B government contract,Industrials,Earnings,positive
2023-01-17,UPS,UPS loses major contract to competitor,Industrials,Product,negative
2023-01-20,UPS,UPS backlog hits record high on infrastructure spending,Industrials,Merger,positive
2023-01-30,MARKET,"CPI inflation comes in at 2.6142446583417076%, below consensus estimate",Macro,Macro,neutral
2023-02-03,MARKET,"CPI inflation comes in at 4.69790408510252%, below consensus estimate",Macro,Macro,neutral
2023-02-08,UPS,UPS loses major contract to competitor,Industrials,Analyst,negative
2023-02-13,UPS,"UPS faces raw material cost surge, margin guidance cut",Industrials,Analyst,negative
2023-02-15,MARKET,S&P 500 enters correction territory amid global uncertainty,Macro,Macro,neutral
2023-02-24,MARKET,Sector rotation: investors flee Financials for Healthcare amid global uncertainty,Macro,Macro,negative
2023-03-01,MARKET,VIX spikes to 25 as market volatility surges,Macro,Macro,neutral
2023-03-02,MARKET,VIX spikes to 39 as market volatility surges,Macro,Macro,neutral
2023-03-06,MARKET,Sector rotation: investors flee Industrials for Industrials amid global uncertainty,Macro,Macro,neutral
2023-03-08,MARKET,"GDP growth revised to 4.820954010911822%, economy shows resilience",Macro,Macro,neutral
2023-03-13,MARKET,S&P 500 enters correction territory amid global uncertainty,Macro,Macro,neutral
2023-03-16,UPS,UPS wins $21B government contract,Industrials,Regulatory,positive
2023-03-23,MARKET,"10-year Treasury yield reaches 2.7693423354255593%, highest since 2011",Macro,Macro,neutral
2023-03-24,MARKET,S&P 500 enters correction territory amid global uncertainty,Macro,Macro,neutral
2023-04-06,MARKET,Sector rotation: investors flee Financials for Industrials amid global uncertainty,Macro,Macro,neutral
2023-04-12,MARKET,"10-year Treasury yield reaches 2.3646897356832866%, highest since 2010",Macro,Macro,negative
2023-04-20,MARKET,S&P 500 enters bear market territory amid global uncertainty,Macro,Macro,neutral
2023-04-25,UPS,UPS loses major contract to competitor,Industrials,Analyst,negative
2023-04-28,UPS,UPS wins $41B government contract,Industrials,Earnings,positive
2023-05-04,UPS,"UPS faces raw material cost surge, margin guidance cut",Industrials,Analyst,negative
2023-05-05,UPS,UPS wins $36B government contract,Industrials,Regulatory,positive
2023-05-08,MARKET,"10-year Treasury yield reaches 2.735334382884428%, highest since 2010",Macro,Macro,neutral
2023-05-12,MARKET,"CPI inflation comes in at 2.8471401759485193%, above consensus estimate",Macro,Macro,neutral
2023-05-15,MARKET,"10-year Treasury yield reaches 3.231275402380216%, highest since 2017",Macro,Macro,neutral
2023-05-17,UPS,UPS wins $41B government contract,Industrials,Earnings,positive
2023-05-18,MARKET,"CPI inflation comes in at 4.47858467851014%, above consensus estimate",Macro,Macro,neutral
2023-05-25,UPS,UPS wins $30B government contract,Industrials,Merger,positive
2023-06-08,UPS,UPS wins $4B government contract,Industrials,Product,positive
2023-06-09,MARKET,S&P 500 enters bear market territory amid global uncertainty,Macro,Macro,neutral
2023-06-12,MARKET,S&P 500 enters bear market territory amid global uncertainty,Macro,Macro,neutral
2023-06-14,UPS,UPS wins $29B government contract,Industrials,Earnings,positive
2023-06-21,UPS,UPS loses major contract to competitor,Industrials,Analyst,negative
2023-06-29,MARKET,"GDP growth revised to 4.553476394826272%, economy shows weakness",Macro,Macro,neutral
2023-06-30,MARKET,VIX spikes to 23 as market volatility surges,Macro,Macro,neutral
2023-07-03,UPS,"UPS faces raw material cost surge, margin guidance cut",Industrials,Product,negative
2023-07-05,UPS,UPS backlog hits record high on infrastructure spending,Industrials,Earnings,positive
2023-07-06,MARKET,"CPI inflation comes in at 3.447815424759569%, above consensus estimate",Macro,Macro,neutral
2023-07-07,MARKET,"10-year Treasury yield reaches 2.733365008979992%, highest since 2020",Macro,Macro,neutral
2023-07-10,MARKET,"Federal Reserve holds rates steady, signals data-dependent approach",Macro,Macro,neutral
2023-07-11,MARKET,"CPI inflation comes in at 3.0115846418790007%, below consensus estimate",Macro,Macro,neutral
2023-07-12,MARKET,"10-year Treasury yield reaches 3.0008458887181586%, highest since 2010",Macro,Macro,neutral
2023-07-14,UPS,UPS backlog hits record high on infrastructure spending,Industrials,Earnings,positive
2023-07-18,MARKET,"10-year Treasury yield reaches 4.5357367706433696%, highest since 2020",Macro,Macro,neutral
2023-07-19,UPS,"UPS faces raw material cost surge, margin guidance cut",Industrials,Earnings,negative
2023-07-20,MARKET,"CPI inflation comes in at 3.723761983769747%, below consensus estimate",Macro,Macro,neutral
2023-07-21,UPS,UPS backlog hits record high on infrastructure spending,Industrials,Earnings,positive
2023-07-24,UPS,UPS wins $2B government contract,Industrials,Earnings,positive
2023-07-28,MARKET,VIX spikes to 38 as market volatility surges,Macro,Macro,neutral
2023-07-31,MARKET,"CPI inflation comes in at 5.3412671198404205%, below consensus estimate",Macro,Macro,neutral
2023-08-08,MARKET,S&P 500 enters bear market territory amid global uncertainty,Macro,Macro,neutral
2023-08-18,MARKET,"CPI inflation comes in at 4.101786005820539%, below consensus estimate",Macro,Macro,neutral
2023-08-24,UPS,UPS loses major contract to competitor,Industrials,Merger,negative
2023-08-28,MARKET,"10-year Treasury yield reaches 4.726624940683464%, highest since 2020",Macro,Macro,neutral
2023-08-29,MARKET,"10-year Treasury yield reaches 3.5984369038018875%, highest since 2010",Macro,Macro,neutral
2023-08-30,MARKET,S&P 500 enters correction territory amid global uncertainty,Macro,Macro,neutral
2023-09-01,MARKET,"CPI inflation comes in at 2.8445544378772363%, below consensus estimate",Macro,Macro,neutral
2023-09-05,UPS,UPS loses major contract to competitor,Industrials,Product,negative
2023-09-06,UPS,UPS loses major contract to competitor,Industrials,Analyst,negative
2023-09-18,UPS,"UPS faces raw material cost surge, margin guidance cut",Industrials,Earnings,negative
2023-09-27,MARKET,S&P 500 enters correction territory amid global uncertainty,Macro,Macro,neutral
2023-10-02,MARKET,VIX spikes to 26 as market volatility surges,Macro,Macro,neutral
2023-10-04,MARKET,S&P 500 enters correction territory amid global uncertainty,Macro,Macro,neutral
2023-10-06,MARKET,"GDP growth revised to 2.5090659786514893%, economy shows weakness",Macro,Macro,neutral
2023-10-10,MARKET,"Federal Reserve holds rates steady, signals data-dependent approach",Macro,Macro,neutral
2023-10-12,MARKET,"10-year Treasury yield reaches 4.695089022303168%, highest since 2016",Macro,Macro,neutral
2023-10-20,MARKET,"10-year Treasury yield reaches 3.6137581125959515%, highest since 2014",Macro,Macro,neutral
2023-10-31,UPS,UPS wins $2B government contract,Industrials,Earnings,positive
2023-11-06,MARKET,"Federal Reserve holds rates steady, signals data-dependent approach",Macro,Macro,neutral
2023-11-07,MARKET,VIX spikes to 38 as market volatility surges,Macro,Macro,neutral
2023-11-10,MARKET,"Federal Reserve holds rates steady, signals data-dependent approach",Macro,Macro,neutral
2023-11-13,MARKET,Sector rotation: investors flee Consumer for Industrials amid global uncertainty,Macro,Macro,neutral
2023-11-14,UPS,UPS wins $36B government contract,Industrials,Product,positive
2023-11-16,UPS,UPS loses major contract to competitor,Industrials,Regulatory,negative
2023-11-20,UPS,UPS wins $35B government contract,Industrials,Earnings,positive
2023-11-28,UPS,UPS backlog hits record high on infrastructure spending,Industrials,Earnings,positive
2023-12-01,UPS,"UPS faces raw material cost surge, margin guidance cut",Industrials,Earnings,negative
2023-12-04,UPS,"UPS faces raw material cost surge, margin guidance cut",Industrials,Earnings,negative
2023-12-08,UPS,UPS wins $28B government contract,Industrials,Analyst,positive
2023-12-12,MARKET,VIX spikes to 37 as market volatility surges,Macro,Macro,neutral
2024-01-03,MARKET,"GDP growth revised to 2.9713703869680557%, economy shows resilience",Macro,Macro,neutral
2024-01-05,MARKET,"CPI inflation comes in at 5.626250281294007%, below consensus estimate",Macro,Macro,positive
2024-01-08,MARKET,VIX spikes to 25 as market volatility surges,Macro,Macro,neutral
2024-01-12,MARKET,"10-year Treasury yield reaches 3.7054691062501686%, highest since 2012",Macro,Macro,neutral
2024-01-17,MARKET,"CPI inflation comes in at 4.960150046965698%, below consensus estimate",Macro,Macro,neutral
2024-01-18,UPS,UPS backlog hits record high on infrastructure spending,Industrials,Earnings,positive
2024-01-25,UPS,UPS wins $49B government contract,Industrials,Regulatory,positive
2024-01-26,MARKET,"10-year Treasury yield reaches 4.941401593303436%, highest since 2016",Macro,Macro,neutral
2024-01-29,MARKET,"Federal Reserve holds rates steady, signals data-dependent approach",Macro,Macro,neutral
2024-01-30,MARKET,S&P 500 enters correction territory amid global uncertainty,Macro,Macro,negative
2024-02-01,MARKET,"GDP growth revised to 3.077318206231767%, economy shows resilience",Macro,Macro,neutral
2024-02-05,UPS,UPS loses major contract to competitor,Industrials,Product,negative
2024-02-14,MARKET,"Federal Reserve holds rates steady, signals data-dependent approach",Macro,Macro,neutral
2024-02-29,MARKET,"GDP growth revised to 4.237013537034889%, economy shows weakness",Macro,Macro,neutral
2024-03-06,UPS,UPS backlog hits record high on infrastructure spending,Industrials,Analyst,positive
2024-03-12,UPS,UPS backlog hits record high on infrastructure spending,Industrials,Earnings,positive
2024-03-18,UPS,"UPS faces raw material cost surge, margin guidance cut",Industrials,Earnings,negative
2024-03-22,UPS,UPS wins $37B government contract,Industrials,Analyst,positive
2024-03-27,MARKET,"GDP growth revised to 2.7662694068773943%, economy shows weakness",Macro,Macro,positive
